customer_id,Discount_Affinity,AOV,Recency,Count_Orders,Count_Products,Sum_Quantity,Mean_UnitPrice,Mean_QuantityPerOrder,Avg_UnitPricePerProduct,Avg_QuantityPerProduct,Avg_TotalPricePerProduct,Avg_TotalPricePerInvoice,Max_Avg_Order_Value,Min_Avg_Order_Value,Max_Total_Order_Value,Min_Total_Order_Value
CUST0000005,0.3,242.76800000000003,192.0,10.0,9.0,36.0,121.58399999999999,3.6,102.87111111111112,4.0,269.7422222222222,242.76800000000003,242.76800000000003,242.76800000000003,1000.0,9.0
CUST0000006,0.42857142857142855,1011.9178571428571,36.0,14.0,13.0,125.0,154.90857142857143,8.928571428571429,128.44,9.615384615384615,1089.7576923076924,1011.9178571428571,1011.9178571428571,1011.9178571428571,7250.0,18.92
CUST0000009,0.45454545454545453,1097.9827272727273,60.0,11.0,10.0,52.0,185.85363636363638,4.7272727272727275,154.53900000000002,5.2,1207.781,1097.9827272727273,1097.9827272727273,1097.9827272727273,7110.75,32.4
CUST0000011,0.2857142857142857,467.16928571428576,33.0,14.0,14.0,77.0,49.79714285714285,5.5,49.79714285714285,5.5,467.1692857142857,467.16928571428576,467.16928571428576,467.16928571428576,5348.0,9.88
CUST0000013,0.75,115.5,184.0,4.0,4.0,12.0,30.75,3.0,30.75,3.0,115.5,115.5,115.5,115.5,357.0,4.5
CUST0000014,0.14285714285714285,961.8550000000001,12.0,14.0,12.0,81.0,110.17857142857143,5.785714285714286,118.125,6.75,1122.1641666666667,961.8550000000001,961.8550000000001,961.8550000000001,4551.75,4.75
CUST0000016,0.5,452.08583333333337,13.0,12.0,11.0,71.0,99.16916666666667,5.916666666666667,103.63909090909091,6.454545454545454,493.18454545454546,452.08583333333337,452.08583333333337,452.08583333333337,1300.0,29.75
CUST0000019,0.375,834.88,3.0,16.0,15.0,152.0,92.91749999999999,9.5,93.112,10.133333333333333,890.5386666666667,834.88,834.88,834.88,6685.0,7.0
CUST0000020,0.4,647.0653333333333,69.0,15.0,13.0,98.0,78.61866666666667,6.533333333333333,86.25230769230771,7.538461538461538,746.6138461538461,647.0653333333333,647.0653333333333,647.0653333333333,4118.25,5.0
CUST0000021,0.4375,618.75875,5.0,16.0,13.0,121.0,142.49375,7.5625,135.03846153846155,9.307692307692308,761.5492307692309,618.75875,618.75875,618.75875,3000.0,12.0
CUST0000022,0.3076923076923077,142.23538461538462,1.0,13.0,12.0,52.0,77.68230769230769,4.0,83.11416666666666,4.333333333333333,154.08833333333334,142.23538461538462,142.23538461538462,142.23538461538462,461.34,9.88
CUST0000026,0.5,511.57624999999996,56.0,8.0,8.0,56.0,103.45750000000001,7.0,103.4575,7.0,511.57624999999996,511.57624999999996,511.57624999999996,511.57624999999996,1889.6,19.11
CUST0000027,0.4,1095.8719999999998,34.0,10.0,8.0,90.0,99.55499999999999,9.0,80.07499999999999,11.25,1369.8400000000001,1095.8719999999998,1095.8719999999998,1095.8719999999998,4699.0,8.4
CUST0000028,0.45454545454545453,590.260909090909,274.0,11.0,10.0,54.0,197.1027272727273,4.909090909090909,190.073,5.4,649.287,590.260909090909,590.260909090909,590.260909090909,1497.0,112.2
CUST0000030,0.4666666666666667,236.98066666666668,20.0,15.0,14.0,54.0,98.93466666666667,3.6,104.32642857142856,3.857142857142857,253.90785714285713,236.98066666666668,236.98066666666668,236.98066666666668,998.54,16.15
CUST0000031,0.08333333333333333,344.14833333333337,28.0,12.0,12.0,53.0,95.09166666666665,4.416666666666667,95.09166666666665,4.416666666666667,344.1483333333333,344.14833333333337,344.14833333333337,344.14833333333337,1836.0,19.63
CUST0000032,0.16666666666666666,1116.5983333333334,15.0,6.0,5.0,56.0,98.245,9.333333333333334,116.894,11.2,1339.9180000000001,1116.5983333333334,1116.5983333333334,1116.5983333333334,3562.5,5.25
CUST0000040,0.42857142857142855,283.5,157.0,14.0,13.0,75.0,60.230714285714285,5.357142857142857,61.01769230769231,5.769230769230769,305.3076923076923,283.5,283.5,283.5,2160.0,10.0
CUST0000042,0.5,186.0975,61.0,8.0,8.0,34.0,61.31,4.25,61.31,4.25,186.0975,186.0975,186.0975,186.0975,912.0,14.25
CUST0000044,0.375,474.13874999999996,17.0,8.0,8.0,27.0,140.58625,3.375,140.58625,3.375,474.13875,474.13874999999996,474.13874999999996,474.13874999999996,1445.0,13.0
CUST0000046,0.23076923076923078,433.02307692307687,7.0,13.0,11.0,85.0,57.19615384615384,6.538461538461538,65.26545454545455,7.7272727272727275,511.75454545454545,433.02307692307687,433.02307692307687,433.02307692307687,2160.0,6.3
CUST0000048,0.4444444444444444,501.7433333333334,2.0,9.0,8.0,68.0,59.599999999999994,7.555555555555555,55.05,8.5,564.4612500000001,501.7433333333334,501.7433333333334,501.7433333333334,1997.08,6.4
CUST0000051,0.23076923076923078,1621.2676923076922,82.0,13.0,12.0,106.0,193.64999999999998,8.153846153846153,185.70416666666665,8.833333333333334,1756.3733333333332,1621.2676923076922,1621.2676923076922,1621.2676923076922,4933.95,22.27
CUST0000052,0.0,253.055,106.0,8.0,8.0,53.0,32.4575,6.625,32.457499999999996,6.625,253.055,253.055,253.055,253.055,1537.8,13.0
CUST0000054,0.38461538461538464,545.8238461538461,7.0,13.0,12.0,54.0,99.40923076923075,4.153846153846154,107.02666666666666,4.5,591.3091666666667,545.8238461538461,545.8238461538461,545.8238461538461,3004.56,11.7
CUST0000055,0.3076923076923077,553.8292307692308,28.0,13.0,12.0,85.0,103.66230769230772,6.538461538461538,111.4775,7.083333333333333,599.9816666666667,553.8292307692308,553.8292307692308,553.8292307692308,2406.6,5.0
CUST0000056,0.42857142857142855,104.54428571428572,44.0,7.0,7.0,18.0,66.7,2.5714285714285716,66.7,2.5714285714285716,104.54428571428572,104.54428571428572,104.54428571428572,104.54428571428572,273.6,12.35
