customer_id,Cluster
CUST0000006,0
CUST0000009,0
CUST0000014,0
CUST0000027,0
CUST0000028,0
CUST0000032,0
CUST0000051,0
CUST0000064,0
CUST0000067,0
CUST0000077,0
CUST0000083,0
CUST0000088,0
CUST0000102,0
CUST0000108,0
CUST0000118,0
CUST0000119,0
CUST0000121,0
CUST0000142,0
CUST0000150,0
CUST0000173,0
CUST0000177,0
CUST0000185,0
CUST0000190,0
CUST0000197,0
CUST0000201,0
CUST0000217,0
CUST0000248,0
CUST0000249,0
CUST0000261,0
CUST0000269,0
CUST0000278,0
CUST0000282,0
CUST0000291,0
CUST0000292,0
CUST0000293,0
CUST0000295,0
CUST0000330,0
CUST0000332,0
CUST0000335,0
CUST0000340,0
CUST0000341,0
CUST0000342,0
CUST0000347,0
CUST0000356,0
CUST0000357,0
CUST0000359,0
CUST0000363,0
CUST0000374,0
CUST0000388,0
CUST0000396,0
CUST0000398,0
CUST0000405,0
CUST0000410,0
CUST0000411,0
CUST0000425,0
CUST0000440,0
CUST0000479,0
CUST0000502,0
CUST0000506,0
CUST0000517,0
CUST0000527,0
CUST0000530,0
CUST0000546,0
CUST0000552,0
CUST0000584,0
CUST0000587,0
CUST0000589,0
CUST0000592,0
CUST0000619,0
CUST0000620,0
CUST0000623,0
CUST0000625,0
CUST0000628,0
CUST0000636,0
CUST0000647,0
CUST0000654,0
CUST0000677,0
CUST0000680,0
CUST0000683,0
CUST0000684,0
CUST0000696,0
CUST0000709,0
CUST0000724,0
CUST0000735,0
CUST0000738,0
CUST0000758,0
CUST0000761,0
CUST0000780,0
CUST0000793,0
CUST0000799,0
CUST0000803,0
CUST0000804,0
CUST0000815,0
CUST0000824,0
CUST0000828,0
CUST0000831,0
CUST0000842,0
CUST0000866,0
CUST0000867,0
CUST0000874,0
CUST0000876,0
CUST0000883,0
CUST0000915,0
CUST0000920,0
CUST0000952,0
CUST0000959,0
CUST0000968,0
CUST0000978,0
CUST0000993,0
CUST0000994,0
CUST0000997,0
CUST0001003,0
CUST0001020,0
CUST0001021,0
CUST0001043,0
CUST0001063,0
CUST0001076,0
CUST0001079,0
CUST0001081,0
CUST0001082,0
CUST0001085,0
CUST0001095,0
CUST0001105,0
CUST0001112,0
CUST0001123,0
CUST0001133,0
CUST0001145,0
CUST0001147,0
CUST0001170,0
CUST0001176,0
CUST0001186,0
CUST0001189,0
CUST0001197,0
CUST0001198,0
CUST0001201,0
CUST0001206,0
CUST0001211,0
CUST0001224,0
CUST0001226,0
CUST0001234,0
CUST0001237,0
CUST0001239,0
CUST0001255,0
CUST0001272,0
CUST0001280,0
CUST0001284,0
CUST0001294,0
CUST0001303,0
CUST0001316,0
CUST0001320,0
CUST0001323,0
CUST0001325,0
CUST0001328,0
CUST0001343,0
CUST0001352,0
CUST0001359,0
CUST0001375,0
CUST0001377,0
CUST0001397,0
CUST0001407,0
CUST0001411,0
CUST0001417,0
CUST0001421,0
CUST0001425,0
CUST0001428,0
CUST0001432,0
CUST0001446,0
CUST0001451,0
CUST0001452,0
CUST0001455,0
CUST0001470,0
CUST0001474,0
CUST0001480,0
CUST0001483,0
CUST0001493,0
CUST0001500,0
CUST0001502,0
CUST0001513,0
CUST0001520,0
CUST0001524,0
CUST0001525,0
CUST0001526,0
CUST0001528,0
CUST0001537,0
CUST0001538,0
CUST0001546,0
CUST0001551,0
CUST0001560,0
CUST0001561,0
CUST0001572,0
CUST0001584,0
CUST0001605,0
CUST0001606,0
CUST0001616,0
CUST0001645,0
CUST0001651,0
CUST0001652,0
CUST0001656,0
CUST0001664,0
CUST0001672,0
CUST0001675,0
CUST0001680,0
CUST0001685,0
CUST0001697,0
CUST0001705,0
CUST0001722,0
CUST0001723,0
CUST0001728,0
CUST0001737,0
CUST0001745,0
CUST0001757,0
CUST0001775,0
CUST0001787,0
CUST0001795,0
CUST0001797,0
CUST0001798,0
CUST0001802,0
CUST0001813,0
CUST0001818,0
CUST0001819,0
CUST0001821,0
CUST0001828,0
CUST0001836,0
CUST0001839,0
CUST0001851,0
CUST0001857,0
CUST0001871,0
CUST0001875,0
CUST0001884,0
CUST0001900,0
CUST0001901,0
CUST0001904,0
CUST0001905,0
CUST0001925,0
CUST0001926,0
CUST0001930,0
CUST0001944,0
CUST0001946,0
CUST0001959,0
CUST0001962,0
CUST0001967,0
CUST0001981,0
CUST0001987,0
CUST0002004,0
CUST0002011,0
CUST0002016,0
CUST0002017,0
CUST0002034,0
CUST0002037,0
CUST0002038,0
CUST0002042,0
CUST0002044,0
CUST0002061,0
CUST0002071,0
CUST0002077,0
CUST0002084,0
CUST0002086,0
CUST0002091,0
CUST0002092,0
CUST0002103,0
CUST0002119,0
CUST0002121,0
CUST0002130,0
CUST0002139,0
CUST0002140,0
CUST0002149,0
CUST0002161,0
CUST0002163,0
CUST0002166,0
CUST0002169,0
CUST0002170,0
CUST0002175,0
CUST0002178,0
CUST0002187,0
CUST0002191,0
CUST0002192,0
CUST0002195,0
CUST0002201,0
CUST0002205,0
CUST0002209,0
CUST0002213,0
CUST0002252,0
CUST0002263,0
CUST0002267,0
CUST0002277,0
CUST0002284,0
CUST0002288,0
CUST0002321,0
CUST0002329,0
CUST0002330,0
CUST0002339,0
CUST0002342,0
CUST0002345,0
CUST0002362,0
CUST0002367,0
CUST0002374,0
CUST0002379,0
CUST0002382,0
CUST0002392,0
CUST0002395,0
CUST0002400,0
CUST0002402,0
CUST0002410,0
CUST0002429,0
CUST0002447,0
CUST0002456,0
CUST0002461,0
CUST0002467,0
CUST0002469,0
CUST0002480,0
CUST0002485,0
CUST0002486,0
CUST0002489,0
CUST0002498,0
CUST0002502,0
CUST0002503,0
CUST0002519,0
CUST0002520,0
CUST0002527,0
CUST0002531,0
CUST0002563,0
CUST0002570,0
CUST0002576,0
CUST0002577,0
CUST0002584,0
CUST0002593,0
CUST0002634,0
CUST0002650,0
CUST0002660,0
CUST0002663,0
CUST0002668,0
CUST0002671,0
CUST0002674,0
CUST0002687,0
CUST0002688,0
CUST0002702,0
CUST0002725,0
CUST0002727,0
CUST0002730,0
CUST0002742,0
CUST0002743,0
CUST0002755,0
CUST0002760,0
CUST0002763,0
CUST0002773,0
CUST0002782,0
CUST0002785,0
CUST0002789,0
CUST0002797,0
CUST0002800,0
CUST0002801,0
CUST0002809,0
CUST0002813,0
CUST0002827,0
CUST0002832,0
CUST0002835,0
CUST0002848,0
CUST0002850,0
CUST0002860,0
CUST0002866,0
CUST0002867,0
CUST0002871,0
CUST0002872,0
CUST0002879,0
CUST0002886,0
CUST0002895,0
CUST0002898,0
CUST0002903,0
CUST0002907,0
CUST0002922,0
CUST0002925,0
CUST0002926,0
CUST0002937,0
CUST0002947,0
CUST0002950,0
CUST0002958,0
CUST0002973,0
CUST0002975,0
CUST0002985,0
CUST0002994,0
CUST0003010,0
CUST0003017,0
CUST0003022,0
CUST0003027,0
CUST0003029,0
CUST0003054,0
CUST0003055,0
CUST0003057,0
CUST0003084,0
CUST0003088,0
CUST0003091,0
CUST0003098,0
CUST0003115,0
CUST0003116,0
CUST0003122,0
CUST0003129,0
CUST0003134,0
CUST0003137,0
CUST0003138,0
CUST0003148,0
CUST0003149,0
CUST0003167,0
CUST0003176,0
CUST0003179,0
CUST0003189,0
CUST0003199,0
CUST0003200,0
CUST0003203,0
CUST0003209,0
CUST0003211,0
CUST0003219,0
CUST0003221,0
CUST0003226,0
CUST0003240,0
CUST0003245,0
CUST0003250,0
CUST0003255,0
CUST0003262,0
CUST0003264,0
CUST0003276,0
CUST0003281,0
CUST0003295,0
CUST0003303,0
CUST0003312,0
CUST0003314,0
CUST0003315,0
CUST0003327,0
CUST0003333,0
CUST0003337,0
CUST0003340,0
CUST0003342,0
CUST0003345,0
CUST0003346,0
